Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
vocêe			2468	240	184	27.579	0.003
cansar			2487	238	128	27.349	0.002
dedinho			2487	238	116	27.349	0.002
encontre			2487	238	168	27.349	0.003
esteja			2487	238	166	27.349	0.003
finjo			2487	238	148	27.349	0.002
ho			2487	238	50	27.349	0.001
iaiá			2487	238	68	27.349	0.001
machuquei			2487	238	132	27.349	0.002
malas			2487	238	162	27.349	0.003
morando			2487	238	154	27.349	0.002
motorista			2487	238	114	27.349	0.002
nheco			2487	238	34	27.349	0.001
pegado			2487	238	90	27.349	0.001
rock			2487	238	140	27.349	0.002
sofá			2487	238	168	27.349	0.003
sábado			2487	238	172	27.349	0.003
violeiro			2487	238	124	27.349	0.002
vo			2487	238	108	27.349	0.002
véi			2487	238	100	27.349	0.002
amarrado			2506	236	116	27.120	0.002
baixa			2506	236	174	27.120	0.003
esquentar			2506	236	184	27.120	0.003
fato			2506	236	186	27.120	0.003
favela			2506	236	112	27.120	0.002
francisco			2506	236	138	27.120	0.002
frases			2506	236	190	27.120	0.003
garanto			2506	236	160	27.120	0.003
lambada			2506	236	76	27.120	0.001
livro			2506	236	142	27.120	0.002
meter			2506	236	128	27.120	0.002
muro			2506	236	178	27.120	0.003
papagaio			2506	236	108	27.120	0.002
passam			2506	236	138	27.120	0.002
pedacinho			2506	236	166	27.120	0.003
portas			2506	236	184	27.120	0.003
porteira			2506	236	182	27.120	0.003
prato			2506	236	200	27.120	0.003
provocar			2506	236	172	27.120	0.003
página			2506	236	112	27.120	0.002
raba			2506	236	56	27.120	0.001
sentando			2506	236	50	27.120	0.001
viajo			2506	236	170	27.120	0.003
antigamente			2529	234	160	26.890	0.003
apartamento			2529	234	178	26.890	0.003
canso			2529	234	164	26.890	0.003
cobrar			2529	234	158	26.890	0.003
colchão			2529	234	154	26.890	0.002
cria			2529	234	146	26.890	0.002
diferença			2529	234	158	26.890	0.003
enxergar			2529	234	172	26.890	0.003
escolheu			2529	234	164	26.890	0.003
felizes			2529	234	178	26.890	0.003
home			2529	234	120	26.890	0.002
inventa			2529	234	174	26.890	0.003
label			2529	234	64	26.890	0.001
negro			2529	234	130	26.890	0.002
pica			2529	234	42	26.890	0.001
soltando			2529	234	104	26.890	0.002
tú			2529	234	108	26.890	0.002
acabado			2546	232	186	26.660	0.003
acontecendo			2546	232	192	26.660	0.003
aliança			2546	232	158	26.660	0.003
botão			2546	232	162	26.660	0.003
compadre			2546	232	158	26.660	0.003
descansar			2546	232	198	26.660	0.003
dominado			2546	232	106	26.660	0.002
grudado			2546	232	166	26.660	0.003
minutos			2546	232	160	26.660	0.003
olhava			2546	232	180	26.660	0.003
pesadelo			2546	232	168	26.660	0.003
podemos			2546	232	172	26.660	0.003
prata			2546	232	184	26.660	0.003
profissão			2546	232	162	26.660	0.003
siu			2546	232	8	26.660	0.000
tesouro			2546	232	174	26.660	0.003
única			2546	232	164	26.660	0.003
acelerou			2563	230	32	26.430	0.001
avenida			2563	230	126	26.430	0.002
bico			2563	230	166	26.430	0.003
casou			2563	230	152	26.430	0.002
cenário			2563	230	154	26.430	0.002
chamam			2563	230	168	26.430	0.003
faixa			2563	230	136	26.430	0.002
gás			2563	230	174	26.430	0.003
imagino			2563	230	142	26.430	0.002
interessa			2563	230	154	26.430	0.002
jurou			2563	230	164	26.430	0.003
lindos			2563	230	194	26.430	0.003
milhão			2563	230	158	26.430	0.003
mágoas			2563	230	184	26.430	0.003
oba			2563	230	18	26.430	0.000
saideira			2563	230	72	26.430	0.001
tempero			2563	230	162	26.430	0.003
zabumbeiro			2563	230	178	26.430	0.003
aprende			2581	228	160	26.200	0.003
aprendeu			2581	228	168	26.200	0.003
bonitinho			2581	228	166	26.200	0.003
desligue			2581	228	106	26.200	0.002
folha			2581	228	156	26.200	0.002
fotos			2581	228	156	26.200	0.002
fumar			2581	228	112	26.200	0.002
funk			2581	228	110	26.200	0.002
moto			2581	228	86	26.200	0.001
número			2581	228	128	26.200	0.002
partido			2581	228	144	26.200	0.002
redor			2581	228	184	26.200	0.003
serve			2581	228	138	26.200	0.002
tao			2581	228	164	26.200	0.003
tatuagem			2581	228	142	26.200	0.002
arrepio			2596	226	168	25.971	0.003
cachoeira			2596	226	180	25.971	0.003
desfaz			2596	226	166	25.971	0.003
gostosão			2596	226	110	25.971	0.002
implora			2596	226	136	25.971	0.002
in			2596	226	94	25.971	0.002
irei			2596	226	148	25.971	0.002
isto			2596	226	160	25.971	0.003
lamber			2596	226	96	25.971	0.002
mestre			2596	226	168	25.971	0.003
palcomp			2596	226	226	25.971	0.004
pancada			2596	226	154	25.971	0.002
remexer			2596	226	126	25.971	0.002
responde			2596	226	174	25.971	0.003
salto			2596	226	144	25.971	0.002
surdo			2596	226	94	25.971	0.002
tocava			2596	226	170	25.971	0.003
abri			2613	224	168	25.741	0.003
barata			2613	224	82	25.741	0.001
cheirando			2613	224	168	25.741	0.003
corinthians			2613	224	22	25.741	0.000
hã			2613	224	30	25.741	0.000
importado			2613	224	178	25.741	0.003
machucado			2613	224	154	25.741	0.002
pisada			2613	224	134	25.741	0.002
plena			2613	224	166	25.741	0.003
rindo			2613	224	140	25.741	0.002
risco			2613	224	160	25.741	0.003
rj			2613	224	224	25.741	0.004
senha			2613	224	128	25.741	0.002
traiu			2613	224	132	25.741	0.002
bichinha			2627	222	114	25.511	0.002
bolo			2627	222	102	25.511	0.002
calango			2627	222	86	25.511	0.001
dançava			2627	222	160	25.511	0.003
destruiu			2627	222	172	25.511	0.003
enlouqueça			2627	222	136	25.511	0.002
eternamente			2627	222	172	25.511	0.003
oceano			2627	222	182	25.511	0.003
provoca			2627	222	158	25.511	0.003
questão			2627	222	162	25.511	0.003
tarraxinha			2627	222	38	25.511	0.001
abrindo			2638	220	140	25.281	0.002
apaixonados			2638	220	142	25.281	0.002
bonitinha			2638	220	166	25.281	0.003
carona			2638	220	146	25.281	0.002
chegava			2638	220	176	25.281	0.003
decide			2638	220	126	25.281	0.002
gatas			2638	220	106	25.281	0.002
leão			2638	220	156	25.281	0.002
marcado			2638	220	166	25.281	0.003
paquerar			2638	220	132	25.281	0.002
pe			2638	220	82	25.281	0.001
pirraça			2638	220	140	25.281	0.002
prisão			2638	220	146	25.281	0.002
roer			2638	220	162	25.281	0.003
saúde			2638	220	176	25.281	0.003
seduzir			2638	220	150	25.281	0.002
sinhá			2638	220	80	25.281	0.001
terras			2638	220	148	25.281	0.002
xô			2638	220	52	25.281	0.001
algodão			2657	218	170	25.051	0.003
cantei			2657	218	146	25.051	0.002
fascina			2657	218	142	25.051	0.002
fere			2657	218	152	25.051	0.002
gabriela			2657	218	84	25.051	0.001
largar			2657	218	144	25.051	0.002
licença			2657	218	146	25.051	0.002
maneiro			2657	218	136	25.051	0.002
morto			2657	218	162	25.051	0.003
presto			2657	218	140	25.051	0.002
rato			2657	218	76	25.051	0.001
sexo			2657	218	116	25.051	0.002
teria			2657	218	156	25.051	0.002
tony			2657	218	124	25.051	0.002
vidro			2657	218	118	25.051	0.002
boneca			2672	216	142	24.821	0.002
cachaceiro			2672	216	104	24.821	0.002
companheira			2672	216	170	24.821	0.003
desejar			2672	216	162	24.821	0.003
farol			2672	216	138	24.821	0.002
fechar			2672	216	144	24.821	0.002
fusquinha			2672	216	46	24.821	0.001
garganta			2672	216	178	24.821	0.003
grave			2672	216	126	24.821	0.002
maçã			2672	216	138	24.821	0.002
mistérios			2672	216	154	24.821	0.002
pingo			2672	216	110	24.821	0.002
play			2672	216	100	24.821	0.002
pouca			2672	216	146	24.821	0.002
roçado			2672	216	184	24.821	0.003
super			2672	216	100	24.821	0.002
tradição			2672	216	156	24.821	0.002
transforma			2672	216	156	24.821	0.002
usando			2672	216	148	24.821	0.002
brigamos			2691	214	136	24.592	0.002
bão			2691	214	34	24.592	0.001
coraçãonão			2691	214	170	24.592	0.003
corta			2691	214	160	24.592	0.003
cristal			2691	214	158	24.592	0.003
desprezou			2691	214	122	24.592	0.002
detrás			2691	214	64	24.592	0.001
furado			2691	214	158	24.592	0.003
musaritadecassia			2691	214	214	24.592	0.003
pião			2691	214	124	24.592	0.002
ritadecassia			2691	214	214	24.592	0.003
rum			2691	214	38	24.592	0.001
siga			2691	214	182	24.592	0.003
vermelha			2691	214	120	24.592	0.002
weblogger			2691	214	214	24.592	0.003
adorar			2706	212	150	24.362	0.002
apronta			2706	212	122	24.362	0.002
bacana			2706	212	158	24.362	0.003
birita			2706	212	82	24.362	0.001
curva			2706	212	128	24.362	0.002
diversão			2706	212	156	24.362	0.002
durar			2706	212	98	24.362	0.002
enganado			2706	212	172	24.362	0.003
fungado			2706	212	122	24.362	0.002
gemido			2706	212	128	24.362	0.002
intenção			2706	212	166	24.362	0.003
joelho			2706	212	130	24.362	0.002
parecendo			2706	212	166	24.362	0.003
piriri			2706	212	22	24.362	0.000
possui			2706	212	202	24.362	0.003
realmente			2706	212	150	24.362	0.002
recordar			2706	212	148	24.362	0.002
sonhou			2706	212	138	24.362	0.002
vocêo			2706	212	172	24.362	0.003
agua			2725	210	126	24.132	0.002
aço			2725	210	156	24.132	0.002
bamba			2725	210	108	24.132	0.002
bloco			2725	210	100	24.132	0.002
bobagem			2725	210	160	24.132	0.003
canções			2725	210	160	24.132	0.003
carreira			2725	210	176	24.132	0.003
companheiro			2725	210	174	24.132	0.003
desmantelado			2725	210	176	24.132	0.003
escurinho			2725	210	134	24.132	0.002
famoso			2725	210	160	24.132	0.003
ferir			2725	210	158	24.132	0.003
fruto			2725	210	178	24.132	0.003
gatinhas			2725	210	156	24.132	0.002
gesto			2725	210	144	24.132	0.002
irmãos			2725	210	160	24.132	0.003
joelhos			2725	210	160	24.132	0.003
latinha			2725	210	60	24.132	0.001
moças			2725	210	154	24.132	0.002
mágica			2725	210	128	24.132	0.002
paredes			2725	210	138	24.132	0.002
reza			2725	210	134	24.132	0.002
varanda			2725	210	152	24.132	0.002
apague			2748	208	148	23.902	0.002
balaio			2748	208	52	23.902	0.001
cachimbo			2748	208	42	23.902	0.001
criado			2748	208	154	23.902	0.002
derrama			2748	208	98	23.902	0.002
desisto			2748	208	154	23.902	0.002
desligar			2748	208	118	23.902	0.002
dificil			2748	208	162	23.902	0.003
disco			2748	208	130	23.902	0.002
erra			2748	208	154	23.902	0.002
faltava			2748	208	166	23.902	0.003
guarde			2748	208	140	23.902	0.002
ivete			2748	208	44	23.902	0.001
jantar			2748	208	166	23.902	0.003
mostrou			2748	208	134	23.902	0.002
on			2748	208	70	23.902	0.001
paciência			2748	208	168	23.902	0.003
rapaziada			2748	208	188	23.902	0.003
rodada			2748	208	138	23.902	0.002
seco			2748	208	132	23.902	0.002
vadiar			2748	208	136	23.902	0.002
virgem			2748	208	116	23.902	0.002
abusou			2770	206	124	23.672	0.002
cantava			2770	206	170	23.672	0.003
continuo			2770	206	138	23.672	0.002
coqueiro			2770	206	118	23.672	0.002
cristo			2770	206	136	23.672	0.002
entendeu			2770	206	118	23.672	0.002
escrava			2770	206	124	23.672	0.002
explosão			2770	206	114	23.672	0.002
guerreiro			2770	206	136	23.672	0.002
irmã			2770	206	126	23.672	0.002
lara			2770	206	8	23.672	0.000
partida			2770	206	184	23.672	0.003
perguntando			2770	206	154	23.672	0.002
poema			2770	206	158	23.672	0.003
querido			2770	206	152	23.672	0.002
requebrando			2770	206	136	23.672	0.002
reviver			2770	206	150	23.672	0.002
rodou			2770	206	44	23.672	0.001
sido			2770	206	166	23.672	0.003
trato			2770	206	124	23.672	0.002
zuar			2770	206	102	23.672	0.002
acesa			2791	204	156	23.442	0.002
aceso			2791	204	150	23.442	0.002
agarra			2791	204	114	23.442	0.002
alegrar			2791	204	164	23.442	0.003
aumentando			2791	204	162	23.442	0.003
comemorar			2791	204	130	23.442	0.002
cortando			2791	204	106	23.442	0.002
cortar			2791	204	170	23.442	0.003
curral			2791	204	158	23.442	0.003
direitinho			2791	204	162	23.442	0.003
face			2791	204	126	23.442	0.002
fechando			2791	204	112	23.442	0.002
importo			2791	204	126	23.442	0.002
ingratidão			2791	204	156	23.442	0.002
it			2791	204	58	23.442	0.001
morder			2791	204	132	23.442	0.002
pinto			2791	204	104	23.442	0.002
prepare			2791	204	140	23.442	0.002
realizar			2791	204	148	23.442	0.002
trinta			2791	204	146	23.442	0.002
vaqueiros			2791	204	142	23.442	0.002
vocêvocê			2791	204	172	23.442	0.003
álcool			2791	204	96	23.442	0.002
alazão			2814	202	168	23.213	0.003
boate			2814	202	126	23.213	0.002
direto			2814	202	156	23.213	0.002
es			2814	202	114	23.213	0.002
gatinho			2814	202	126	23.213	0.002
lero			2814	202	72	23.213	0.001
mergulhar			2814	202	166	23.213	0.003
namorador			2814	202	112	23.213	0.002
pessoal			2814	202	106	23.213	0.002
pimenta			2814	202	142	23.213	0.002
pirimpompom			2814	202	6	23.213	0.000
pr			2814	202	108	23.213	0.002
respondeu			2814	202	160	23.213	0.003
rói			2814	202	74	23.213	0.001
total			2814	202	170	23.213	0.003
uva			2814	202	84	23.213	0.001
uísque			2814	202	128	23.213	0.002
ve			2814	202	148	23.213	0.002
vivem			2814	202	150	23.213	0.002
amareu			2833	200	178	22.983	0.003
arrastando			2833	200	140	22.983	0.002
arrochar			2833	200	108	22.983	0.002
ave			2833	200	126	22.983	0.002
boneco			2833	200	74	22.983	0.001
costa			2833	200	116	22.983	0.002
desculpas			2833	200	150	22.983	0.002
devora			2833	200	150	22.983	0.002
disseram			2833	200	162	22.983	0.003
empinadinha			2833	200	46	22.983	0.001
gavião			2833	200	136	22.983	0.002
gritou			2833	200	162	22.983	0.003
implorando			2833	200	134	22.983	0.002
incendeia			2833	200	138	22.983	0.002
mamar			2833	200	42	22.983	0.001
mordeu			2833	200	64	22.983	0.001
ninar			2833	200	140	22.983	0.002
perguntou			2833	200	160	22.983	0.003
pilão			2833	200	94	22.983	0.002
refém			2833	200	152	22.983	0.002
secar			2833	200	126	22.983	0.002
solte			2833	200	122	22.983	0.002
tamanha			2833	200	140	22.983	0.002
trabalhador			2833	200	124	22.983	0.002
aah			2857	198	48	22.753	0.001
atitude			2857	198	116	22.753	0.002
chefe			2857	198	68	22.753	0.001
cheira			2857	198	142	22.753	0.002
compra			2857	198	126	22.753	0.002
desfrutar			2857	198	132	22.753	0.002
desliga			2857	198	128	22.753	0.002
durou			2857	198	170	22.753	0.003
duvidar			2857	198	126	22.753	0.002
encanta			2857	198	158	22.753	0.003
espírito			2857	198	80	22.753	0.001
fizeram			2857	198	164	22.753	0.003
guitarra			2857	198	144	22.753	0.002
inda			2857	198	134	22.753	0.002
lascar			2857	198	168	22.753	0.003
magoou			2857	198	158	22.753	0.003
matei			2857	198	50	22.753	0.001
mia			2857	198	36	22.753	0.001
notícia			2857	198	122	22.753	0.002
periquita			2857	198	16	22.753	0.000
pescador			2857	198	118	22.753	0.002
pirar			2857	198	108	22.753	0.002
piscina			2857	198	124	22.753	0.002
plantou			2857	198	148	22.753	0.002
precisamos			2857	198	136	22.753	0.002
promete			2857	198	158	22.753	0.003
reclamando			2857	198	154	22.753	0.002
repetir			2857	198	150	22.753	0.002
roseira			2857	198	66	22.753	0.001
serena			2857	198	104	22.753	0.002
sonhava			2857	198	158	22.753	0.003
tratar			2857	198	130	22.753	0.002
amoro			2889	196	152	22.523	0.002
assanhada			2889	196	128	22.523	0.002
baldock			2889	196	108	22.523	0.002
bebedeira			2889	196	146	22.523	0.002
coloquei			2889	196	114	22.523	0.002
completa			2889	196	146	22.523	0.002
decepção			2889	196	154	22.523	0.002
desafio			2889	196	132	22.523	0.002
escreveu			2889	196	148	22.523	0.002
esquentando			2889	196	140	22.523	0.002
forças			2889	196	146	22.523	0.002
guitarrinha			2889	196	28	22.523	0.000
milagre			2889	196	108	22.523	0.002
monte			2889	196	150	22.523	0.002
mude			2889	196	132	22.523	0.002
ombro			2889	196	126	22.523	0.002
perdidos			2889	196	92	22.523	0.001
tamanco			2889	196	68	22.523	0.001
tapinha			2889	196	84	22.523	0.001
ãh			2889	196	14	22.523	0.000
agir			2909	194	136	22.293	0.002
amanhece			2909	194	180	22.293	0.003
arranjar			2909	194	144	22.293	0.002
cento			2909	194	120	22.293	0.002
firme			2909	194	140	22.293	0.002
gole			2909	194	160	22.293	0.003
guardando			2909	194	108	22.293	0.002
hein			2909	194	128	22.293	0.002
menininha			2909	194	88	22.293	0.001
meninos			2909	194	160	22.293	0.003
molha			2909	194	142	22.293	0.002
mulherão			2909	194	118	22.293	0.002
ouvia			2909	194	144	22.293	0.002
paquerando			2909	194	102	22.293	0.002
plantei			2909	194	118	22.293	0.002
prende			2909	194	162	22.293	0.003
quarta			2909	194	152	22.293	0.002
todinho			2909	194	138	22.293	0.002
trovão			2909	194	174	22.293	0.003
yes			2909	194	36	22.293	0.001
amarei			2929	192	110	22.063	0.002
amoré			2929	192	140	22.063	0.002
bi			2929	192	28	22.063	0.000
chegada			2929	192	162	22.063	0.003
derruba			2929	192	128	22.063	0.002
despertar			2929	192	144	22.063	0.002
dum			2929	192	94	22.063	0.002
embalo			2929	192	144	22.063	0.002
entendi			2929	192	118	22.063	0.002
fechado			2929	192	152	22.063	0.002
mares			2929	192	136	22.063	0.002
morada			2929	192	148	22.063	0.002
má			2929	192	100	22.063	0.002
nessas			2929	192	128	22.063	0.002
panela			2929	192	142	22.063	0.002
rasga			2929	192	120	22.063	0.002
teia			2929	192	110	22.063	0.002
troquei			2929	192	132	22.063	0.002
visto			2929	192	146	22.063	0.002
agüenta			2948	190	144	21.834	0.002
aniversário			2948	190	104	21.834	0.002
assume			2948	190	100	21.834	0.002
bailar			2948	190	102	21.834	0.002
bang			2948	190	22	21.834	0.000
blusa			2948	190	124	21.834	0.002
boiadeiro			2948	190	102	21.834	0.002
brigou			2948	190	140	21.834	0.002
can			2948	190	56	21.834	0.001
clube			2948	190	90	21.834	0.001
dado			2948	190	126	21.834	0.002
embriagar			2948	190	158	21.834	0.003
entrando			2948	190	162	21.834	0.003
fuleragem			2948	190	56	21.834	0.001
gamado			2948	190	148	21.834	0.002
gemer			2948	190	126	21.834	0.002
implorar			2948	190	134	21.834	0.002
imploro			2948	190	104	21.834	0.002
indiferença			2948	190	144	21.834	0.002
internet			2948	190	100	21.834	0.002
justo			2948	190	138	21.834	0.002
kuduro			2948	190	18	21.834	0.000
miau			2948	190	26	21.834	0.000
más			2948	190	92	21.834	0.001
quadrilha			2948	190	132	21.834	0.002
quebrei			2948	190	138	21.834	0.002
resolveu			2948	190	158	21.834	0.003
rezar			2948	190	166	21.834	0.003
superar			2948	190	152	21.834	0.002
sós			2948	190	134	21.834	0.002
abraçando			2978	188	148	21.604	0.002
amanheceu			2978	188	134	21.604	0.002
arrepia			2978	188	136	21.604	0.002
bonitas			2978	188	132	21.604	0.002
brigando			2978	188	138	21.604	0.002
busão			2978	188	32	21.604	0.001
castelo			2978	188	136	21.604	0.002
chamado			2978	188	132	21.604	0.002
coloca			2978	188	118	21.604	0.002
conheceu			2978	188	166	21.604	0.003
consciência			2978	188	160	21.604	0.003
controle			2978	188	142	21.604	0.002
darei			2978	188	136	21.604	0.002
dediquei			2978	188	140	21.604	0.002
espinhos			2978	188	164	21.604	0.003
estranho			2978	188	118	21.604	0.002
falso			2978	188	138	21.604	0.002
gordo			2978	188	112	21.604	0.002
inspiração			2978	188	160	21.604	0.003
juliana			2978	188	88	21.604	0.001
montão			2978	188	134	21.604	0.002
quinta			2978	188	142	21.604	0.002
recordação			2978	188	110	21.604	0.002
rolê			2978	188	78	21.604	0.001
sereno			2978	188	136	21.604	0.002
sinais			2978	188	84	21.604	0.001
teto			2978	188	124	21.604	0.002
vens			2978	188	48	21.604	0.001
zap			2978	188	42	21.604	0.001
am			3007	186	46	21.374	0.001
açude			3007	186	156	21.374	0.002
bodocó			3007	186	64	21.374	0.001
curto			3007	186	128	21.374	0.002
deram			3007	186	144	21.374	0.002
diria			3007	186	128	21.374	0.002
esquecido			3007	186	136	21.374	0.002
ganho			3007	186	132	21.374	0.002
halo			3007	186	8	21.374	0.000
ilude			3007	186	72	21.374	0.001
lutei			3007	186	126	21.374	0.002
molhada			3007	186	148	21.374	0.002
morde			3007	186	118	21.374	0.002
preparei			3007	186	130	21.374	0.002
respiro			3007	186	142	21.374	0.002
rolé			3007	186	68	21.374	0.001
tirava			3007	186	66	21.374	0.001
topo			3007	186	138	21.374	0.002
agenda			3025	184	108	21.144	0.002
apaixonando			3025	184	126	21.144	0.002
apertado			3025	184	148	21.144	0.002
atrasa			3025	184	74	21.144	0.001
bucho			3025	184	122	21.144	0.002
campos			3025	184	162	21.144	0.003
cordão			3025	184	130	21.144	0.002
desço			3025	184	90	21.144	0.001
encarar			3025	184	130	21.144	0.002
enganando			3025	184	140	21.144	0.002
entregando			3025	184	130	21.144	0.002
estouro			3025	184	88	21.144	0.001
gingado			3025	184	118	21.144	0.002
inteligente			3025	184	142	21.144	0.002
lobo			3025	184	86	21.144	0.001
macharada			3025	184	148	21.144	0.002
marcar			3025	184	128	21.144	0.002
meto			3025	184	106	21.144	0.002
mulata			3025	184	126	21.144	0.002
ná			3025	184	12	21.144	0.000
palmas			3025	184	92	21.144	0.001
petrolina			3025	184	56	21.144	0.001
rouba			3025	184	98	21.144	0.002
velhos			3025	184	144	21.144	0.002
arroz			3049	182	150	20.914	0.002
cedinho			3049	182	164	20.914	0.003
convidei			3049	182	150	20.914	0.002
cuca			3049	182	72	20.914	0.001
curta			3049	182	128	20.914	0.002
en			3049	182	60	20.914	0.001
frase			3049	182	138	20.914	0.002
maceió			3049	182	78	20.914	0.001
night			3049	182	122	20.914	0.002
prenda			3049	182	132	20.914	0.002
puxar			3049	182	128	20.914	0.002
quebrando			3049	182	116	20.914	0.002
roupas			3049	182	138	20.914	0.002
sofrido			3049	182	126	20.914	0.002
várias			3049	182	108	20.914	0.002
ás			3049	182	102	20.914	0.002
aceite			3065	180	120	20.684	0.002
atras			3065	180	130	20.684	0.002
cometa			3065	180	102	20.684	0.002
disputa			3065	180	112	20.684	0.002
distancia			3065	180	126	20.684	0.002
dunderarirom			3065	180	10	20.684	0.000
escolhe			3065	180	122	20.684	0.002
escondeu			3065	180	136	20.684	0.002
indecisão			3065	180	124	20.684	0.002
infelizmente			3065	180	142	20.684	0.002
nervoso			3065	180	126	20.684	0.002
proteção			3065	180	146	20.684	0.002
pôs			3065	180	116	20.684	0.002
quica			3065	180	36	20.684	0.001
sedutor			3065	180	148	20.684	0.002
tchic			3065	180	2	20.684	0.000
transformou			3065	180	142	20.684	0.002
trança			3065	180	102	20.684	0.002
verdadeira			3065	180	126	20.684	0.002
aboio			3084	178	142	20.455	0.002
adão			3084	178	80	20.455	0.001
ausente			3084	178	150	20.455	0.002
aviões			3084	178	90	20.455	0.001
caminhando			3084	178	158	20.455	0.003
capoeira			3084	178	88	20.455	0.001
chevette			3084	178	30	20.455	0.000
chopp			3084	178	86	20.455	0.001
coraçãoe			3084	178	142	20.455	0.002
desgosto			3084	178	148	20.455	0.002
dm			3084	178	26	20.455	0.000
flecha			3084	178	138	20.455	0.002
forrozar			3084	178	122	20.455	0.002
garante			3084	178	86	20.455	0.001
gruda			3084	178	76	20.455	0.001
ideia			3084	178	126	20.455	0.002
matou			3084	178	126	20.455	0.002
negou			3084	178	112	20.455	0.002
neguinha			3084	178	96	20.455	0.002
opinião			3084	178	146	20.455	0.002
prosa			3084	178	150	20.455	0.002
rachada			3084	178	40	20.455	0.001
rolo			3084	178	124	20.455	0.002
sexy			3084	178	68	20.455	0.001
acelera			3108	176	128	20.225	0.002
alimenta			3108	176	134	20.225	0.002
amantes			3108	176	124	20.225	0.002
apê			3108	176	74	20.225	0.001
arrochando			3108	176	72	20.225	0.001
banana			3108	176	126	20.225	0.002
brilham			3108	176	122	20.225	0.002
brilhando			3108	176	138	20.225	0.002
carimbó			3108	176	70	20.225	0.001
chato			3108	176	128	20.225	0.002
chiclete			3108	176	98	20.225	0.002
chupe			3108	176	10	20.225	0.000
compara			3108	176	62	20.225	0.001
corpos			3108	176	154	20.225	0.002
decida			3108	176	90	20.225	0.001
derreto			3108	176	82	20.225	0.001
gostam			3108	176	86	20.225	0.001
gota			3108	176	122	20.225	0.002
herói			3108	176	122	20.225	0.002
invés			3108	176	116	20.225	0.002
mara			3108	176	40	20.225	0.001
mostre			3108	176	124	20.225	0.002
now			3108	176	34	20.225	0.001
passageira			3108	176	130	20.225	0.002
perdoei			3108	176	124	20.225	0.002
preferida			3108	176	126	20.225	0.002
prometi			3108	176	126	20.225	0.002
rendo			3108	176	114	20.225	0.002
rica			3108	176	110	20.225	0.002
sopra			3108	176	132	20.225	0.002
toquei			3108	176	122	20.225	0.002
vocêse			3108	176	138	20.225	0.002
afogar			3140	174	120	19.995	0.002
animar			3140	174	134	19.995	0.002
arara			3140	174	118	19.995	0.002
baiana			3140	174	92	19.995	0.001
cajueiro			3140	174	62	19.995	0.001
calypso			3140	174	104	19.995	0.002
cheirar			3140	174	122	19.995	0.002
chovendo			3140	174	64	19.995	0.001
ditado			3140	174	138	19.995	0.002
divina			3140	174	132	19.995	0.002
escondendo			3140	174	148	19.995	0.002
estudar			3140	174	126	19.995	0.002
ficaram			3140	174	124	19.995	0.002
jovem			3140	174	144	19.995	0.002
lata			3140	174	120	19.995	0.002
livrar			3140	174	118	19.995	0.002
malvada			3140	174	98	19.995	0.002
marcha			3140	174	92	19.995	0.001
mate			3140	174	118	19.995	0.002
nuvem			3140	174	118	19.995	0.002
ora			3140	174	84	19.995	0.001
pureza			3140	174	136	19.995	0.002
reino			3140	174	102	19.995	0.002
rotina			3140	174	138	19.995	0.002
salário			3140	174	98	19.995	0.002
uou			3140	174	64	19.995	0.001
ôi			3140	174	70	19.995	0.001
abandono			3167	172	118	19.765	0.002
abrace			3167	172	110	19.765	0.002
acelerado			3167	172	114	19.765	0.002
amarro			3167	172	92	19.765	0.001
avexe			3167	172	60	19.765	0.001
baiano			3167	172	102	19.765	0.002
batata			3167	172	106	19.765	0.002
caranguejo			3167	172	70	19.765	0.001
cheirosa			3167	172	144	19.765	0.002
coisinha			3167	172	90	19.765	0.001
conquista			3167	172	116	19.765	0.002
culpada			3167	172	102	19.765	0.002
danadinha			3167	172	94	19.765	0.002
daquelas			3167	172	126	19.765	0.002
descarado			3167	172	104	19.765	0.002
direita			3167	172	132	19.765	0.002
esporte			3167	172	110	19.765	0.002
good			3167	172	70	19.765	0.001
imenso			3167	172	136	19.765	0.002
jana			3167	172	2	19.765	0.000
maranhão			3167	172	114	19.765	0.002
misturar			3167	172	130	19.765	0.002
paguei			3167	172	132	19.765	0.002
pegava			3167	172	134	19.765	0.002
perigosa			3167	172	88	19.765	0.001
plantação			3167	172	122	19.765	0.002
ploc			3167	172	4	19.765	0.000
porco			3167	172	108	19.765	0.002
preconceito			3167	172	116	19.765	0.002
renda			3167	172	102	19.765	0.002
sambar			3167	172	96	19.765	0.002
sobra			3167	172	136	19.765	0.002
sofredor			3167	172	146	19.765	0.002
tela			3167	172	114	19.765	0.002
torcida			3167	172	88	19.765	0.001
veias			3167	172	128	19.765	0.002
vovó			3167	172	118	19.765	0.002
aconteça			3204	170	116	19.535	0.002
balancê			3204	170	48	19.535	0.001
case			3204	170	56	19.535	0.001
cheiroso			3204	170	102	19.535	0.002
chupar			3204	170	104	19.535	0.002
contrário			3204	170	124	19.535	0.002
danar			3204	170	132	19.535	0.002
doença			3204	170	110	19.535	0.002
doidona			3204	170	54	19.535	0.001
donzela			3204	170	128	19.535	0.002
eterna			3204	170	150	19.535	0.002
ficha			3204	170	132	19.535	0.002
iludiu			3204	170	118	19.535	0.002
malvado			3204	170	100	19.535	0.002
mimnão			3204	170	128	19.535	0.002
nariz			3204	170	150	19.535	0.002
negocio			3204	170	100	19.535	0.002
